Problem Date,Problem Details,Language,Title,URL
7/4/2026,طريقة طلب اللجوء,en,الهجرة واللاجئين والمواطنة في كندا - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship.html
7/4/2026,J’avais un compte de demande de citoyenneté je peux plus me connecter là dessus et j’ai plus accès à les documents que j’ai déposé,fr,Comment vérifier l’état de votre demande à IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-etat.html
7/4/2026,اريد تقديم طلب لجو انا سوداني لاجي بجمهورية مصر العربية,en,حماية اللاجئين في كندا - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/refugees/protection.html
7/4/2026,Je désire enseigner au niveau primaire au canada,en,Connectez-vous à votre compte IRCC - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
7/4/2026,Yo busco la visa para entrar por tierra en mi motocicleta,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
7/4/2026,There is no next button to proceed with the application.,en,Important reminders – apply for an eTA - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/important-reminders-apply-eta.html
7/4/2026,"Hi, my daughter and her husband are both Canadian citizens. They had a baby in the UK on November 6,2025. How do we apply for citizenship for the baby?",en,Apply for Canadian citizenship: adults and minor children - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-citizenship/adult-minor.html
7/4/2026,i need to sign in and register for my account,en,Sign in to your IRCC account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
7/4/2026,I need to track my case by my tracking id,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
7/4/2026,US citizen need visa to travel Canada,en,Visit Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada.html
7/4/2026,I want to check my processing time with my application number,en,Check current IRCC processing times - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html
7/4/2026,we are flying tomorrow evening - passport damaged - need to replace early tomorrow - where do we go with Saturday same day service in theGTA,en,Get the form and renew a passport in person in Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/renew-adult-passport/submit-form-fees/apply-in-person.html
7/4/2026,I'm looking for my study permit extension,en,Sign in to your IRCC secure account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/account.html
7/4/2026,Créer un compte ircc,fr,S’inscrire à un compte sécurisé d’IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/inscription.html
7/4/2026,Original application submitted and e-mail received. Application was missing one file that did not upload properly. Corrected that and no other errors found yet we have no further progress. Confused as to why to say the least.,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
7/4/2026,الهجره لي كندا,en,Express Entry: Who can apply - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/who-can-apply.html
7/4/2026,requirements for printed photo,en,Citizenship photo specifications - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/citizenship-application-photograph-specifications.html
7/4/2026,je veux presenter une demande de residence permanente,fr,Présenter une demande de résidence permanente au titre d’Entrée express - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/entree-express/presenter-demande-residence-permanente.html
7/4/2026,I want to extend my work permit,en,Extend or change the conditions on your work permit: What to do if your work permit expires or is expiring - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/work-canada/extend/expired-permit.html
7/4/2026,Je voudrais signaler mon changement d’addresse comme quoi j’ai changé l’adresse,fr,Connectez-vous à votre compte IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/comptes-ircc.html
7/4/2026,visit my son working in Canada,en,Statutory Declaration of Common-Law Union (IMM 5409) - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/imm5409.html
7/4/2026,"I want to apply, but only tell me how to apply",en,How to apply for a visitor visa - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/apply-visitor-visa.html
7/4/2026,I know I am ineligible for a PGWP this did not provide a definitive answer on whether I can apply/need an open work permit upon graduation.,en,A recent graduate from a Canadian post-secondary institution needs a work permit - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/work-canada/need-permit/pgwp.html
7/4/2026,the citizenship form to fill for my child born out side Canada,en,Document Checklist: Application for a Citizenship Certificate (Proof of Citizenship) (CIT 0014) - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/cit0014.html
7/4/2026,You suck,en,Live in Canada permanently - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada.html
7/4/2026,"#####, I cant find where to start an application",en,Important reminders – apply for an eTA - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/important-reminders-apply-eta.html
7/4/2026,I can’t link my old application as it was revoked. How do I link it?,en,Find IRCC application forms and instructions - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides.html
7/4/2026,Demandeur d’asile,fr,Connectez-vous à votre compte IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/comptes-ircc.html
7/4/2026,BIEN NO ENCONTRE LA PAGINA PARA TRABAJAR EN CANADA,en,Visit Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada.html
7/4/2026,what are the fees?,en,Get the form and renew a passport in person in Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/renew-adult-passport/submit-form-fees/apply-in-person.html
7/4/2026,I want to change my marital status.,en,Find IRCC application forms and instructions - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides.html
7/4/2026,MY PGWP IS APPROVED BUT I DID MISTAKE WITH MY MAILING ADDRESS,en,Immigration and citizenship - Canada.ca,https://www.canada.ca/en/services/immigration-citizenship.html
7/4/2026,WHY DONT YOU GUYS JUST PUT THERE A LINK FOR EXTENSION,en,How to apply for a visitor visa - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/apply-visitor-visa.html
7/4/2026,"What is the Without the owner password, you do not have permission to save this document.",en,Consent for an Access to Information and Personal Information Request (IMM 5744) - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/imm5744.html
7/4/2026,I need to apply for TRV,en,Sign in to your IRCC account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
7/4/2026,Expected the address here,en,Document Checklist: Application for a Citizenship Certificate (Proof of Citizenship) (CIT 0014) - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/cit0014.html
7/4/2026,I will be working as a sports data operator for Crionet at the ITF Granby tennis tournament in Canada. My role is to collect and manage live match data. I will be in Canada from July 8th to July 20th.,en,Find out if you need a work permit - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/work-canada/need-permit-1.html
7/4/2026,Looking for gurantor form,en,Find a passport or travel document form - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/forms.html
7/4/2026,"I tried calling but no express service was provided though I’ve mentioned that I need the passport for a permit, only answer was it doesn’t qualify as emergency. I wasn’t aware when I applied that I needed the passport way ahead than 10 business days and now you I’ve lost 500USD",en,"Get urgent, express or emergency weekend passport services - Canada.ca",https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/urgent-emergency-passport.html
7/4/2026,Can a refugee in Canada awaiting hearing apply for this program also .,en,Francophone Community Immigration Pilots: Who can apply - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/rural-franco-pilots/franco-immigration/eligibility.html
7/4/2026,Je suis juste une particuliere qui veut renouveller son permis de travail,fr,Connectez-vous à votre compte IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/comptes-ircc.html
7/4/2026,تقديم طلب الجوء الى كندا,en,Refugees and asylum - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/refugees.html
7/4/2026,How to apply for parents visit Visa? I’m Canadian citizen,en,Register for an IRCC secure account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/register.html
7/4/2026,Does not provide me access to the employer portal.,en,Sign in to your IRCC account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
7/4/2026,I jus want to print the application,en,Application for a Citizenship Certificate (CIT 0001) - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/cit0001.html
7/4/2026,Je recherche une entreprise pouvant me recruter,fr,Programme pilote d'immigration dans les communautés francophones - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/pilotes-rurale-franco/immigration-franco.html
7/4/2026,how i open pdf it is not opening,en,Application for visitor visa (temporary resident visa) (IMM 5257) - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/imm5257.html
7/4/2026,jai un permis de travail post diplome je veux voyager je veux demander un visa,fr,Enfants mineurs voyageant au Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/enfants-mineurs-voyageant-canada.html
7/4/2026,what documents are needed for the cit0001,en,Application for a Citizenship Certificate (CIT 0001) - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/cit0001.html
7/4/2026,It has been applied since year 2024 I need to know what’s going on,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
7/4/2026,اين اجد استمارة التقديم,en,سجّل الدخول إلى حسابك على موقع IRCC - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
7/4/2026,I did language test on July 31 but I didn’t get any response yet,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
7/4/2026,Ou présenter sa demande pour un permis post diplôme,fr,Permis de travail postdiplôme - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/etudier-canada/travail/apres-obtention-diplome.html
7/4/2026,i applied using new portal. this page has no provision for new portal,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
7/4/2026,je veux seulment un visa visiteur pour aller decouvrir le canada comment proceder?,fr,Connectez-vous à votre compte IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/comptes-ircc.html
7/4/2026,거절되는 이유를 모르겠읍니다.,en,신청 거부 설명: 담당관 결정 기록 - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/transparency/officer-decision-notes.html
7/4/2026,Je m'attendais à savoir plus précisément sur quoi réviser,fr,Examen pour la citoyenneté : Attendre l’invitation à l’examen - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/citoyennete-canadienne/examen/invitation.html
7/4/2026,want to creat ircc id,en,Sign in to your IRCC account: Visiting Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/accounts.html
7/4/2026,Je m'attendais à mieux comprendre le contenu de l'examen (plus de détails),fr,Examen pour la citoyenneté : étudier pour l’examen - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/citoyennete-canadienne/examen/etudier.html
7/4/2026,ماهيً مدة إجراءات,en,Spouses and common-law partners of temporary workers who applied for permanent selection under the Programme de sélection des travailleurs qualifiés in Quebec - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/work-canada/special-instructions/work-permit-skilled-workers-quebec-pstq/spouses-common-law.html
7/4/2026,i need to extend my workpermit,en,Extend or change the conditions on your work permit: About the process - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/work-canada/extend.html
7/4/2026,renew my open work permit,en,Immigration and citizenship - Canada.ca,https://www.canada.ca/en/services/immigration-citizenship.html
7/4/2026,Showing error,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
7/4/2026,Add middle name to my citizenship card,en,Application for a citizenship certificate (adults and minors) - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/application-citizenship-certificate-adults-minors.html
7/4/2026,location of biometric in india,en,Find out if you need to give biometrics - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/biometrics/need-biometrics.html
7/4/2026,i want it to be in English,fr,Guide pour les réfugiés au sens de la Convention et les personnes protégées à titre humanitaire outre-frontières (IMM 6000) - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/formulaires-demande-guides/guide-6000-refugies-convention-personnes-protegees-humanitaire-outre-frontieres.html
7/4/2026,How to apply for Canada PR as a health worker from Nigeria,en,How to apply for a visitor visa - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/apply-visitor-visa.html
7/4/2026,how do i submit the form,en,"Application to Change Conditions, Extend my Stay or Remain in Canada as a Student (IMM 5709) - Canada.ca",https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/imm5709.html
7/4/2026,Visit as tourist,en,Sign in to your IRCC account: Visiting Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/accounts.html
7/4/2026,Such a complicated messy website. Thought the UK was worse. Sort it out!!!!!,en,Important reminders – apply for an eTA - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/important-reminders-apply-eta.html
7/4/2026,Je cherche le site pour faire l’ave,fr,"Rappels essentiels pour demander une AVE : fraude, limites, session - Canada.ca",https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/rappels-importants-presenter-ave.html
7/4/2026,Want to confirm the work permit I received whether is legal,en,"Employer-specific work permits: eligibility, LMIA, and application steps  - Canada.ca",https://www.canada.ca/en/immigration-refugees-citizenship/services/work-canada/employer-specific.html
7/4/2026,I need permanent job offers person who live outside of Canada,en,Rural Community Immigration Pilot: Proof of funds - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/rural-franco-pilots/rural-immigration/eligibility/proof-funds.html
7/4/2026,Comment créer un compte svp,fr,Connectez-vous à votre compte IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/comptes-ircc.html
7/4/2026,تقديم اللجوء,en,Sign in to your IRCC account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
7/4/2026,form to apply for eTA,en,Important reminders – apply for an eTA - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/important-reminders-apply-eta.html
7/4/2026,Comment prendre un rendez-vous pour pour la collecte des donnés biométriques ?,fr,Découvrez si vous devez fournir vos données biométriques - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/biometrie/besoin-biometrie.html
7/4/2026,Why is the number same all the time,en,Check current IRCC processing times - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html
7/4/2026,Hi I trying to register my email but it is carry me around thanks,en,Register for an IRCC secure account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/register.html
7/4/2026,Porno,fr,Ouvrir une session dans votre compte sécurisé d’IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/compte.html
7/4/2026,"I would like to check on the guarantor for applying passport outside of canada and US. If I apply my Canadian passport in Hong Kong due to name change, does the guarantor needs to be in Hong Kong as well or she/he can be in other country and working as the listed profession.",en,Find a passport or travel document form - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/forms.html
7/4/2026,link account,en,Sign in to your IRCC account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
7/4/2026,"Bonjour, notre fille n'a pas encore obtenu son nouveau passeport qui est en cours de renouvellement est il possible de faire une demande d'AVE quand même merci",fr,Vérifiez si vous avez besoin d’un visa ou d’une AVE pour vous rendre au Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/verifiez-visa-ave.html
7/4/2026,Ou je peux faire la demande,fr,Autorisation de voyage électronique (AVE) - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave.html
7/4/2026,ETA Antrag,en,Important reminders – apply for an eTA - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/important-reminders-apply-eta.html
7/4/2026,Acont,fr,S’inscrire à un compte sécurisé d’IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/inscription.html
7/4/2026,je souhaite faire une demande de AVE,fr,Comment présenter une demande de visa de visiteur - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/demande-visa-visiteur.html
7/4/2026,"I am applying for a citizenship certificate for my daughter (I'm canadian) born outside of canada 2018, by mail. Do the supporting documents need to be certified copies or simple colour copies?",en,Canadian citizenship - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-citizenship.html
7/4/2026,i had applied my mother and my sister tourist visa. after consideration they got refusal. but i am not able to find the refusal results about them. where and how i can find their results?,en,Find IRCC application forms and instructions - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides.html
7/4/2026,Request to confirm the status of my Canadian tourist visa,fr,Comment vérifier l’état de votre demande à IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-etat.html
7/4/2026,اريد تققديم طلب لجو الا كندا,en,Immigrate through Express Entry - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry.html
7/4/2026,"I am trying to find out if my ETA application will be processed before the 11th of July 2026 when I fly out of Heathrow to visit my family for two weeks. I originally applied approximately 6 weeks ago, applied again June 23, Status received, will I get before I'm due to fly?",en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
7/4/2026,Vacation,en,Important reminders – apply for an eTA - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/important-reminders-apply-eta.html
7/4/2026,OU FAIRE LA DEMANDE D AVE,fr,"Rappels essentiels pour demander une AVE : fraude, limites, session - Canada.ca",https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/rappels-importants-presenter-ave.html
7/4/2026,Antrags formular,en,Important reminders – apply for an eTA - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/important-reminders-apply-eta.html
7/4/2026,form for applying tourist visa,en,Use of a Representative Form (IMM 5476) - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/imm5476.html
7/4/2026,J cherche un boulot au Canada par immigration J 19ans,fr,Immigrer dans le cadre d’Entrée express - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/entree-express.html
7/4/2026,How to know really visa,en,Document Checklist: Temporary Resident Visa (Visitor Visa) outside of Canada (IMM 5484) - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/imm5484.html
7/4/2026,je veux faire mon ave,fr,Autorisation de voyage électronique (AVE) - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave.html
7/4/2026,"i was asked to do biometrics, hence in my country we do not have an embassy or centre to do this i have to travel to Tanzania , Zimbabwe or South Africa , currently the currently has a big forex shortage so its not easy to get forex and travel , am requesting for extension by 15 day",en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
7/4/2026,I need the application form,en,Important reminders – apply for an eTA - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/important-reminders-apply-eta.html
7/4/2026,"Dear IRCC Officer, I am writing to request an update on my Federal Skilled Worker immigration application. My application was submitted in 2007 from Iran under the Federal",en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
7/4/2026,Visa lottery,en,Sign in to your IRCC account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
7/4/2026,Je cherche le site officiel pour faire ma demande d’ave,fr,Autorisation de voyage électronique (AVE) - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave.html
7/4/2026,Looking for a nanny job in Canada where they will sponsor my coming to work for them,en,Sign in to your IRCC account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
7/4/2026,comment encoder cette demande AVE,fr,Autorisation de voyage électronique (AVE) : Après avoir présenté une demande - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/apres-demande-etapes-suivantes.html
7/4/2026,I want to apply to check my score,en,Educational credential assessment - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/documents/education-assessment.html
7/4/2026,where is the form to extend work permit?,en,Extend or change the conditions on your work permit: Who can apply - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/work-canada/extend/eligibility.html
7/4/2026,"I want to reapply , my mom had a super visa 10 years ago, she’s from Mexico",en,Super visa for parents and grandparents – Forms and documents - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/parent-grandparent-super-visa/forms-documents.html
7/4/2026,Do I need to provide Blank pages of my passport or just ID pages and visa & Stamps,en,Document Checklist: Application for a Permanent Resident Card or Permanent Resident Travel Document (IMM 5644)  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/imm5644.html
7/4/2026,I am requesting entry to Canada as a short-term visiting scientist/researcher at McGill University under the 120-day work permit exemption for researchers. I will not receive a salary travel and accommodation are covered by McGill.,en,You need a Labour Market Impact Assessment to get a work permit - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/work-canada/need-permit/lmia.html
7/4/2026,faut il un visa,fr,Vérifiez si vous avez besoin d’un visa ou d’une AVE pour vous rendre au Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/verifiez-visa-ave.html
7/4/2026,"Can you please explain why I cant see any further progress, as I want to visit my family, my 89 year old mum can no longer travel. I love Canada and my family, Thank you in advance. ############",en,Document Checklist: Application for a Permanent Resident Card or Permanent Resident Travel Document (IMM 5644)  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/imm5644.html
7/4/2026,Migrant et citoyen,fr,Connectez-vous à votre compte IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/comptes-ircc.html
7/4/2026,"I am required to apply for a study permit under the International Visiting Students Program at the University of Toronto, even though my stay in Canada will be less than six months.",en,Study in Canada as an international student - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada.html
7/4/2026,Where to see permanent residency form,en,Sign in to your IRCC secure account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/account.html
7/4/2026,كيف التقديم للهجره لكنده,en,Live in Canada permanently - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada.html
7/4/2026,"I want to know that, during my PGWP can i do study of program which has length under 6 months?",en,Study permit: Who can apply - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/eligibility.html
7/4/2026,formulaire demande AVE,fr,Autorisation de voyage électronique (AVE) : Au sujet du processus - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/au-sujet.html
7/4/2026,ابحث عن تقديم اللجوء الى كندا من الخليج,en,حماية اللاجئين في كندا - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/refugees/protection.html
7/4/2026,please let me know step by step process for student visa application.,en,Study permit: Get the right documents Provincial attestation letter or territorial attestation letter - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/get-documents/provincial-attestation-letter.html
7/4/2026,When I applied in early May it was 10 months and ### #### ######. In June it was same # but 12 months now 14 months and 80000? I still haven't received an AOC and paperwork was delivered first week of May.,en,Check current IRCC processing times - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html
7/4/2026,Je veux ouvrir un compte,fr,S’inscrire à un compte sécurisé d’IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/inscription.html
7/4/2026,la demande d'ave en ligne,fr,"Rappels essentiels pour demander une AVE : fraude, limites, session - Canada.ca",https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/rappels-importants-presenter-ave.html
7/4/2026,Je veux m'inscrire,fr,Protection des réfugiés au Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/refugies/protection.html
7/4/2026,"I lost my PR in Lebanon , during the war ,and I need to go Black to Canada to see my bank accounts and replace my lors PR",en,Immigration and citizenship - Canada.ca,https://www.canada.ca/en/services/immigration-citizenship.html
7/4/2026,There must be clear steps to get job offer or connections those can give job offer,en,Hire through the Rural and Francophone Community Immigration Pilots:  Hire a candidate - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/rural-franco-pilots/hire/candidate.html
7/4/2026,Form,en,Find IRCC application forms and instructions - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides.html
7/4/2026,C'est où pour demander une AVE ????,fr,"Rappels essentiels pour demander une AVE : fraude, limites, session - Canada.ca",https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/rappels-importants-presenter-ave.html
7/4/2026,Je veux travailler au Canada,en,Comment vérifier l'état de votre demande d'immigration - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
7/4/2026,Mais c'est où l'AVE ????,fr,Autorisation de voyage électronique (AVE) : Au sujet du processus - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/au-sujet.html
7/4/2026,"J'ai perdu le mail avec le numéro AVE, comment le retrouver?",fr,Autorisation de voyage électronique (AVE) - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave.html
7/4/2026,"il est ou le formulaire, impossible de le trouver",fr,"Rappels essentiels pour demander une AVE : fraude, limites, session - Canada.ca",https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/rappels-importants-presenter-ave.html
7/4/2026,"dans ce texte: par exemple, si votre tante, votre oncle ou votre cousin vit avec vous, cette personne ne peut pas être une référence. alors si ma tante ou niece ne vit pas avec nous, peut elle etre une reference ? merci",fr,Ce dont vous avez besoin pour renouveler votre passeport pour adulte au Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/passeports-canadiens/renouvellement-passeport-adulte/documents-requis-photos.html
7/4/2026,If my travel document has been issued does this mean my PRC has been renewed,en,Sign in to your IRCC account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
7/4/2026,FAIRE UNE DEMANDE DE VISA VISITEUR EN LIGNE,fr,Connectez-vous à votre compte IRCC : Visiter le Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/comptes.html
